__UUID4__;44e53045-3338-4a42-acb8-a38a5817b84b
__CREATED-ON__;2021-01-13 13:38:54.295762
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
TRANSITION;2021-01-13 13:45:46.356172;20.6465;;open_valve;
EVENT;2021-01-13 13:45:46.406039;20.6965;;158;Tup
END-TRIAL;2021-01-13 13:45:46.406039;;;The trial ended;
INFO;2021-01-13 13:45:46.407036;391.298978;411.995481;TRIAL-BPOD-TIME;20.696503000000007
STATE;2021-01-13 13:45:46.407036;0;20.0;ITI;20.0
STATE;2021-01-13 13:45:46.407036;20.0;20.6465;trial_start;0.6464999999999996
STATE;2021-01-13 13:45:46.407036;20.6465;20.6965;open_valve;0.05000000000000071
TRIAL;2021-01-13 13:45:46.408034;;;New trial;
EVENT;2021-01-13 13:45:46.452916;0.0398;;95;Port1Out
EVENT;2021-01-13 13:45:46.523726;0.1101;;94;Port1In
EVENT;2021-01-13 13:45:46.598033;0.1845;;95;Port1Out
EVENT;2021-01-13 13:45:46.632939;0.2194;;94;Port1In
EVENT;2021-01-13 13:45:46.718714;0.3049;;95;Port1Out
EVENT;2021-01-13 13:45:46.763597;0.34940000000000004;;94;Port1In
EVENT;2021-01-13 13:45:46.869314;0.45530000000000004;;95;Port1Out
EVENT;2021-01-13 13:45:46.903223;0.49010000000000004;;94;Port1In
EVENT;2021-01-13 13:45:47.006946;0.5941000000000001;;95;Port1Out
EVENT;2021-01-13 13:45:47.054818;0.6417;;94;Port1In
EVENT;2021-01-13 13:45:47.163771;0.7511;;95;Port1Out
EVENT;2021-01-13 13:45:47.198747;0.7843;;94;Port1In
EVENT;2021-01-13 13:45:47.283520;0.8698;;95;Port1Out
EVENT;2021-01-13 13:45:47.339222;0.9254;;94;Port1In
EVENT;2021-01-13 13:45:47.438993;1.0257;;95;Port1Out
EVENT;2021-01-13 13:45:47.487862;1.0749;;94;Port1In
EVENT;2021-01-13 13:45:47.589591;1.1753;;95;Port1Out
EVENT;2021-01-13 13:45:47.638459;1.2246000000000001;;94;Port1In
EVENT;2021-01-13 13:45:47.718246;1.3048;;95;Port1Out
EVENT;2021-01-13 13:45:47.779083;1.3656000000000001;;94;Port1In
EVENT;2021-01-13 13:45:47.851889;1.4384000000000001;;95;Port1Out
EVENT;2021-01-13 13:45:47.921702;1.5072;;94;Port1In
EVENT;2021-01-13 13:45:47.997500;1.5836000000000001;;95;Port1Out
EVENT;2021-01-13 13:45:48.064320;1.6508;;94;Port1In
EVENT;2021-01-13 13:45:48.141115;1.7273;;95;Port1Out
EVENT;2021-01-13 13:45:48.210928;1.7978;;94;Port1In
EVENT;2021-01-13 13:45:48.289718;1.8760000000000001;;95;Port1Out
EVENT;2021-01-13 13:45:48.353547;1.9399000000000002;;94;Port1In
EVENT;2021-01-13 13:45:48.433334;2.02;;95;Port1Out
EVENT;2021-01-13 13:45:48.491179;2.0775;;94;Port1In
EVENT;2021-01-13 13:45:48.572960;2.1592000000000002;;95;Port1Out
EVENT;2021-01-13 13:45:48.644768;2.2313;;94;Port1In
EVENT;2021-01-13 13:45:48.727547;2.3132;;95;Port1Out
EVENT;2021-01-13 13:45:48.799355;2.3853;;94;Port1In
EVENT;2021-01-13 13:45:48.892139;2.4783;;95;Port1Out
EVENT;2021-01-13 13:45:48.956964;2.5439000000000003;;94;Port1In
EVENT;2021-01-13 13:45:49.045696;2.6312;;95;Port1Out
EVENT;2021-01-13 13:45:49.112517;2.6985;;94;Port1In
EVENT;2021-01-13 13:45:49.196293;2.7823;;95;Port1Out
EVENT;2021-01-13 13:45:49.256133;2.843;;94;Port1In
EVENT;2021-01-13 13:45:49.346890;2.9341;;95;Port1Out
EVENT;2021-01-13 13:45:49.407728;2.9933;;94;Port1In
EVENT;2021-01-13 13:45:49.494498;3.0808;;95;Port1Out
EVENT;2021-01-13 13:45:49.561346;3.148;;94;Port1In
EVENT;2021-01-13 13:45:49.647088;3.2335000000000003;;95;Port1Out
EVENT;2021-01-13 13:45:49.707925;3.2942;;94;Port1In
EVENT;2021-01-13 13:45:49.795691;3.3817000000000004;;95;Port1Out
EVENT;2021-01-13 13:45:49.857526;3.444;;94;Port1In
EVENT;2021-01-13 13:45:49.960250;3.5463;;95;Port1Out
EVENT;2021-01-13 13:45:50.007155;3.5941;;94;Port1In
EVENT;2021-01-13 13:45:50.107885;3.6944000000000004;;95;Port1Out
EVENT;2021-01-13 13:45:50.172682;3.7584;;94;Port1In
EVENT;2021-01-13 13:45:50.611509;4.1974;;95;Port1Out
EVENT;2021-01-13 13:45:50.652399;4.238700000000001;;94;Port1In
EVENT;2021-01-13 13:45:50.782082;4.3686;;95;Port1Out
EVENT;2021-01-13 13:45:50.834911;4.4213000000000005;;94;Port1In
EVENT;2021-01-13 13:45:50.972543;4.5584;;95;Port1Out
EVENT;2021-01-13 13:45:51.025402;4.6112;;94;Port1In
EVENT;2021-01-13 13:45:51.156053;4.7428;;95;Port1Out
EVENT;2021-01-13 13:45:51.205919;4.792400000000001;;94;Port1In
EVENT;2021-01-13 13:46:26.413763;40.0;;158;Tup
TRANSITION;2021-01-13 13:46:26.414761;40.0;;trial_start;
SOFTCODE;2021-01-13 13:46:26.414761;;;1;
EVENT;2021-01-13 13:46:26.841651;40.4268;;90;BNC1High
EVENT;2021-01-13 13:46:26.851624;40.4363;;91;BNC1Low
EVENT;2021-01-13 13:46:26.851624;40.4364;;90;BNC1High
EVENT;2021-01-13 13:46:26.851624;40.4365;;91;BNC1Low
EVENT;2021-01-13 13:46:26.851624;40.4366;;90;BNC1High
EVENT;2021-01-13 13:46:26.851624;40.4367;;91;BNC1Low
EVENT;2021-01-13 13:46:27.070451;40.6557;;95;Port1Out
EVENT;2021-01-13 13:46:27.087406;40.6729;;94;Port1In
TRANSITION;2021-01-13 13:46:27.087406;40.6729;;open_valve;
EVENT;2021-01-13 13:46:27.114334;40.699600000000004;;95;Port1Out
EVENT;2021-01-13 13:46:27.137534;40.7229;;158;Tup
END-TRIAL;2021-01-13 13:46:27.137534;;;The trial ended;
INFO;2021-01-13 13:46:27.137534;412.002378;452.725281;TRIAL-BPOD-TIME;40.722902999999974
STATE;2021-01-13 13:46:27.137534;0;40.0;ITI;40.0
STATE;2021-01-13 13:46:27.137534;40.0;40.6729;trial_start;0.6728999999999985
STATE;2021-01-13 13:46:27.137534;40.6729;40.7229;open_valve;0.05000000000000426
TRIAL;2021-01-13 13:46:27.139530;;;New trial;
EVENT;2021-01-13 13:46:27.160472;0.0158;;94;Port1In
EVENT;2021-01-13 13:46:27.229288;0.0847;;95;Port1Out
EVENT;2021-01-13 13:46:27.270192;0.126;;94;Port1In
EVENT;2021-01-13 13:46:27.362968;0.2189;;95;Port1Out
EVENT;2021-01-13 13:46:27.402882;0.2585;;94;Port1In
EVENT;2021-01-13 13:46:27.511741;0.3678;;95;Port1Out
EVENT;2021-01-13 13:46:27.547646;0.4026;;94;Port1In
EVENT;2021-01-13 13:46:27.657783;0.514;;95;Port1Out
EVENT;2021-01-13 13:46:27.692696;0.5472;;94;Port1In
EVENT;2021-01-13 13:46:27.787855;0.6439;;95;Port1Out
EVENT;2021-01-13 13:46:27.835727;0.6901;;94;Port1In
EVENT;2021-01-13 13:46:27.939454;0.7942;;95;Port1Out
EVENT;2021-01-13 13:46:27.982339;0.8371000000000001;;94;Port1In
EVENT;2021-01-13 13:46:28.090050;0.9451;;95;Port1Out
EVENT;2021-01-13 13:46:28.132937;0.9882000000000001;;94;Port1In
EVENT;2021-01-13 13:46:28.216711;1.072;;95;Port1Out
EVENT;2021-01-13 13:46:28.280542;1.1359000000000001;;94;Port1In
EVENT;2021-01-13 13:46:28.360328;1.216;;95;Port1Out
EVENT;2021-01-13 13:46:28.369304;1.225;;94;Port1In
EVENT;2021-01-13 13:46:28.381302;1.2369;;95;Port1Out
EVENT;2021-01-13 13:46:28.432136;1.2879;;94;Port1In
EVENT;2021-01-13 13:46:28.513917;1.3698000000000001;;95;Port1Out
EVENT;2021-01-13 13:46:28.580738;1.437;;94;Port1In
EVENT;2021-01-13 13:46:28.673491;1.5283;;95;Port1Out
EVENT;2021-01-13 13:46:28.738317;1.5939;;94;Port1In
EVENT;2021-01-13 13:46:28.820098;1.6760000000000002;;95;Port1Out
EVENT;2021-01-13 13:46:28.877943;1.7335;;94;Port1In
EVENT;2021-01-13 13:46:28.954740;1.8101;;95;Port1Out
EVENT;2021-01-13 13:46:29.020562;1.8758000000000001;;94;Port1In
EVENT;2021-01-13 13:46:29.101346;1.9561000000000002;;95;Port1Out
EVENT;2021-01-13 13:46:29.165176;2.0202;;94;Port1In
EVENT;2021-01-13 13:46:29.249949;2.1060000000000003;;95;Port1Out
EVENT;2021-01-13 13:46:29.317767;2.1735;;94;Port1In
EVENT;2021-01-13 13:46:29.402541;2.2574;;95;Port1Out
EVENT;2021-01-13 13:46:29.459389;2.315;;94;Port1In
EVENT;2021-01-13 13:46:29.547154;2.4027000000000003;;95;Port1Out
EVENT;2021-01-13 13:46:29.609986;2.4651;;94;Port1In
EVENT;2021-01-13 13:46:29.700743;2.5562;;95;Port1Out
EVENT;2021-01-13 13:46:29.766567;2.6220000000000003;;94;Port1In
EVENT;2021-01-13 13:46:29.856328;2.7114000000000003;;95;Port1Out
EVENT;2021-01-13 13:46:29.920156;2.7754000000000003;;94;Port1In
EVENT;2021-01-13 13:46:30.008919;2.8648000000000002;;95;Port1Out
EVENT;2021-01-13 13:46:30.078733;2.9339;;94;Port1In
EVENT;2021-01-13 13:46:30.178465;3.0340000000000003;;95;Port1Out
EVENT;2021-01-13 13:46:30.234317;3.0900000000000003;;94;Port1In
EVENT;2021-01-13 13:46:30.311111;3.1664000000000003;;95;Port1Out
EVENT;2021-01-13 13:46:30.369953;3.2256;;94;Port1In
EVENT;2021-01-13 13:46:30.457719;3.3132;;95;Port1Out
EVENT;2021-01-13 13:46:30.523543;3.3788;;94;Port1In
EVENT;2021-01-13 13:46:30.616295;3.4718;;95;Port1Out
EVENT;2021-01-13 13:46:30.682119;3.5374000000000003;;94;Port1In
EVENT;2021-01-13 13:46:30.788833;3.645;;95;Port1Out
EVENT;2021-01-13 13:46:30.837703;3.6928;;94;Port1In
EVENT;2021-01-13 13:46:34.499909;7.355;;95;Port1Out
EVENT;2021-01-13 13:46:34.516863;7.3721000000000005;;94;Port1In
EVENT;2021-01-13 13:46:57.145349;30.0;;158;Tup
TRANSITION;2021-01-13 13:46:57.145349;30.0;;trial_start;
SOFTCODE;2021-01-13 13:46:57.145349;;;1;
EVENT;2021-01-13 13:46:57.569900;30.425;;90;BNC1High
EVENT;2021-01-13 13:46:57.579873;30.434900000000003;;91;BNC1Low
EVENT;2021-01-13 13:46:57.776348;30.631400000000003;;95;Port1Out
EVENT;2021-01-13 13:46:57.787319;30.642000000000003;;94;Port1In
TRANSITION;2021-01-13 13:46:57.787319;30.642000000000003;;open_valve;
EVENT;2021-01-13 13:46:57.819233;30.6738;;95;Port1Out
EVENT;2021-01-13 13:46:57.837185;30.692;;158;Tup
END-TRIAL;2021-01-13 13:46:57.837185;;;The trial ended;
INFO;2021-01-13 13:46:57.837185;452.732878;483.424882;TRIAL-BPOD-TIME;30.692003999999997
STATE;2021-01-13 13:46:57.837185;0;30.0;ITI;30.0
STATE;2021-01-13 13:46:57.837185;30.0;30.642000000000003;trial_start;0.642000000000003
STATE;2021-01-13 13:46:57.837185;30.642000000000003;30.692;open_valve;0.04999999999999716
TRIAL;2021-01-13 13:46:57.839180;;;New trial;
EVENT;2021-01-13 13:46:57.867106;0.0223;;94;Port1In
EVENT;2021-01-13 13:46:57.933926;0.08950000000000001;;95;Port1Out
EVENT;2021-01-13 13:46:57.968835;0.1245;;94;Port1In
EVENT;2021-01-13 13:46:58.045628;0.2008;;95;Port1Out
EVENT;2021-01-13 13:46:58.096492;0.2518;;94;Port1In
EVENT;2021-01-13 13:46:58.208648;0.3633;;95;Port1Out
EVENT;2021-01-13 13:46:58.246547;0.40140000000000003;;94;Port1In
EVENT;2021-01-13 13:46:58.363304;0.5183;;95;Port1Out
EVENT;2021-01-13 13:46:58.391229;0.5468000000000001;;94;Port1In
EVENT;2021-01-13 13:46:58.508222;0.6638000000000001;;95;Port1Out
EVENT;2021-01-13 13:46:58.540137;0.6953;;94;Port1In
EVENT;2021-01-13 13:46:58.648846;0.8049000000000001;;95;Port1Out
EVENT;2021-01-13 13:46:58.693732;0.8494;;94;Port1In
EVENT;2021-01-13 13:46:58.792512;0.9475;;95;Port1Out
EVENT;2021-01-13 13:46:58.843380;0.9984000000000001;;94;Port1In
EVENT;2021-01-13 13:46:58.944110;1.1;;95;Port1Out
EVENT;2021-01-13 13:46:58.988991;1.1446;;94;Port1In
EVENT;2021-01-13 13:46:59.068806;1.2246000000000001;;95;Port1Out
EVENT;2021-01-13 13:46:59.133604;1.2886;;94;Port1In
EVENT;2021-01-13 13:46:59.209432;1.365;;95;Port1Out
EVENT;2021-01-13 13:46:59.275225;1.4305;;94;Port1In
EVENT;2021-01-13 13:46:59.370969;1.5264;;95;Port1Out
EVENT;2021-01-13 13:46:59.429811;1.5857;;94;Port1In
EVENT;2021-01-13 13:46:59.506607;1.6621000000000001;;95;Port1Out
EVENT;2021-01-13 13:46:59.564452;1.7196;;94;Port1In
EVENT;2021-01-13 13:46:59.642243;1.7978;;95;Port1Out
EVENT;2021-01-13 13:46:59.714052;1.8698000000000001;;94;Port1In
EVENT;2021-01-13 13:46:59.815779;1.9720000000000002;;95;Port1Out
EVENT;2021-01-13 13:46:59.879609;2.0345;;94;Port1In
EVENT;2021-01-13 13:46:59.966378;2.122;;95;Port1Out
EVENT;2021-01-13 13:47:00.029209;2.1845;;94;Port1In
EVENT;2021-01-13 13:47:00.121960;2.2776;;95;Port1Out
EVENT;2021-01-13 13:47:00.182798;2.3385000000000002;;94;Port1In
EVENT;2021-01-13 13:47:00.280536;2.4352;;95;Port1Out
EVENT;2021-01-13 13:47:00.339380;2.4946;;94;Port1In
EVENT;2021-01-13 13:47:00.428142;2.5839000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:00.483993;2.64;;94;Port1In
EVENT;2021-01-13 13:47:00.578739;2.7349;;95;Port1Out
EVENT;2021-01-13 13:47:00.635587;2.791;;94;Port1In
EVENT;2021-01-13 13:47:00.719364;2.8749000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:00.780200;2.9358;;94;Port1In
EVENT;2021-01-13 13:47:00.898883;3.0548;;95;Port1Out
EVENT;2021-01-13 13:47:00.948750;3.1044;;94;Port1In
EVENT;2021-01-13 13:47:01.051476;3.2067;;95;Port1Out
EVENT;2021-01-13 13:47:01.107325;3.2629;;94;Port1In
EVENT;2021-01-13 13:47:01.219027;3.3744;;95;Port1Out
EVENT;2021-01-13 13:47:01.279864;3.4353000000000002;;94;Port1In
EVENT;2021-01-13 13:47:01.377605;3.5321000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:01.439440;3.5948;;94;Port1In
EVENT;2021-01-13 13:47:01.549144;3.7045000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:01.600008;3.7559;;94;Port1In
EVENT;2021-01-13 13:47:01.705725;3.8618;;95;Port1Out
EVENT;2021-01-13 13:47:01.769554;3.9245;;94;Port1In
EVENT;2021-01-13 13:47:01.901202;4.0561;;95;Port1Out
EVENT;2021-01-13 13:47:01.927133;4.083;;94;Port1In
EVENT;2021-01-13 13:47:27.844721;30.0;;158;Tup
TRANSITION;2021-01-13 13:47:27.844721;30.0;;trial_start;
SOFTCODE;2021-01-13 13:47:27.845719;;;1;
EVENT;2021-01-13 13:47:28.266584;30.421200000000002;;90;BNC1High
EVENT;2021-01-13 13:47:28.276556;30.430600000000002;;91;BNC1Low
EVENT;2021-01-13 13:47:28.276556;30.4307;;90;BNC1High
EVENT;2021-01-13 13:47:28.276556;30.4308;;91;BNC1Low
EVENT;2021-01-13 13:47:28.276556;30.4309;;90;BNC1High
EVENT;2021-01-13 13:47:28.276556;30.431;;91;BNC1Low
EVENT;2021-01-13 13:47:28.478013;30.6334;;95;Port1Out
EVENT;2021-01-13 13:47:28.496962;30.6522;;94;Port1In
TRANSITION;2021-01-13 13:47:28.496962;30.6522;;open_valve;
EVENT;2021-01-13 13:47:28.546827;30.7022;;158;Tup
END-TRIAL;2021-01-13 13:47:28.546827;;;The trial ended;
INFO;2021-01-13 13:47:28.547825;483.432378;514.134581;TRIAL-BPOD-TIME;30.702202999999997
STATE;2021-01-13 13:47:28.547825;0;30.0;ITI;30.0
STATE;2021-01-13 13:47:28.547825;30.0;30.6522;trial_start;0.6522000000000006
STATE;2021-01-13 13:47:28.547825;30.6522;30.7022;open_valve;0.05000000000000071
TRIAL;2021-01-13 13:47:28.549820;;;New trial;
EVENT;2021-01-13 13:47:28.600682;0.0465;;95;Port1Out
EVENT;2021-01-13 13:47:28.688396;0.1333;;94;Port1In
EVENT;2021-01-13 13:47:28.779151;0.2245;;95;Port1Out
EVENT;2021-01-13 13:47:28.814057;0.2594;;94;Port1In
EVENT;2021-01-13 13:47:28.926752;0.3728;;95;Port1Out
EVENT;2021-01-13 13:47:28.952683;0.398;;94;Port1In
EVENT;2021-01-13 13:47:29.068372;0.5132;;95;Port1Out
EVENT;2021-01-13 13:47:29.098802;0.5449;;94;Port1In
EVENT;2021-01-13 13:47:29.217985;0.6638000000000001;;95;Port1Out
EVENT;2021-01-13 13:47:29.249899;0.6954;;94;Port1In
EVENT;2021-01-13 13:47:29.369138;0.8142;;95;Port1Out
EVENT;2021-01-13 13:47:29.401557;0.8474;;94;Port1In
EVENT;2021-01-13 13:47:29.511261;0.9569000000000001;;95;Port1Out
EVENT;2021-01-13 13:47:29.561126;1.0064;;94;Port1In
EVENT;2021-01-13 13:47:29.638916;1.0846;;95;Port1Out
EVENT;2021-01-13 13:47:29.699753;1.1452;;94;Port1In
EVENT;2021-01-13 13:47:29.778540;1.2234;;95;Port1Out
EVENT;2021-01-13 13:47:29.790508;1.2357;;94;Port1In
EVENT;2021-01-13 13:47:29.809456;1.2549000000000001;;95;Port1Out
EVENT;2021-01-13 13:47:29.857327;1.3028;;94;Port1In
EVENT;2021-01-13 13:47:29.937113;1.3826;;95;Port1Out
EVENT;2021-01-13 13:47:29.994956;1.4400000000000002;;94;Port1In
EVENT;2021-01-13 13:47:30.075738;1.5219;;95;Port1Out
EVENT;2021-01-13 13:47:30.147544;1.5924;;94;Port1In
EVENT;2021-01-13 13:47:30.225335;1.6707;;95;Port1Out
EVENT;2021-01-13 13:47:30.289162;1.7347000000000001;;94;Port1In
EVENT;2021-01-13 13:47:30.368947;1.8149000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:30.439757;1.8852;;94;Port1In
EVENT;2021-01-13 13:47:30.546468;1.9913;;95;Port1Out
EVENT;2021-01-13 13:47:30.610296;2.0555;;94;Port1In
EVENT;2021-01-13 13:47:30.690113;2.1356;;95;Port1Out
EVENT;2021-01-13 13:47:30.748922;2.1948000000000003;;94;Port1In
EVENT;2021-01-13 13:47:30.832696;2.2785;;95;Port1Out
EVENT;2021-01-13 13:47:30.896525;2.3426;;94;Port1In
EVENT;2021-01-13 13:47:30.979301;2.4246000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:31.047118;2.492;;94;Port1In
EVENT;2021-01-13 13:47:31.133884;2.5796;;95;Port1Out
EVENT;2021-01-13 13:47:31.201702;2.6471;;94;Port1In
EVENT;2021-01-13 13:47:31.284478;2.7291000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:31.351327;2.7965;;94;Port1In
EVENT;2021-01-13 13:47:31.440058;2.8858;;95;Port1Out
EVENT;2021-01-13 13:47:31.512862;2.9582;;94;Port1In
EVENT;2021-01-13 13:47:31.596636;3.0421;;95;Port1Out
EVENT;2021-01-13 13:47:31.661461;3.1062000000000003;;94;Port1In
EVENT;2021-01-13 13:47:31.756206;3.2011000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:31.815047;3.2603;;94;Port1In
EVENT;2021-01-13 13:47:31.944697;3.3905000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:31.979603;3.4254000000000002;;94;Port1In
EVENT;2021-01-13 13:47:32.110250;3.5555000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:32.155129;3.6002;;94;Port1In
EVENT;2021-01-13 13:47:48.554892;20.0;;158;Tup
TRANSITION;2021-01-13 13:47:48.554892;20.0;;trial_start;
SOFTCODE;2021-01-13 13:47:48.554892;;;1;
EVENT;2021-01-13 13:47:48.976566;20.4219;;90;BNC1High
EVENT;2021-01-13 13:47:48.986656;20.4314;;91;BNC1Low
EVENT;2021-01-13 13:47:48.986656;20.4315;;90;BNC1High
EVENT;2021-01-13 13:47:48.986656;20.4316;;91;BNC1Low
EVENT;2021-01-13 13:47:48.986656;20.4317;;90;BNC1High
EVENT;2021-01-13 13:47:48.986656;20.431800000000003;;91;BNC1Low
EVENT;2021-01-13 13:47:49.230907;20.6764;;95;Port1Out
EVENT;2021-01-13 13:47:49.257835;20.703300000000002;;94;Port1In
TRANSITION;2021-01-13 13:47:49.257835;20.703300000000002;;open_valve;
EVENT;2021-01-13 13:47:49.307700;20.7533;;158;Tup
END-TRIAL;2021-01-13 13:47:49.307700;;;The trial ended;
INFO;2021-01-13 13:47:49.307700;514.142078;534.895381;TRIAL-BPOD-TIME;20.753303000000074
STATE;2021-01-13 13:47:49.307700;0;20.0;ITI;20.0
STATE;2021-01-13 13:47:49.307700;20.0;20.703300000000002;trial_start;0.7033000000000023
STATE;2021-01-13 13:47:49.307700;20.703300000000002;20.7533;open_valve;0.04999999999999716
TRIAL;2021-01-13 13:47:49.309696;;;New trial;
EVENT;2021-01-13 13:47:49.339614;0.0245;;95;Port1Out
EVENT;2021-01-13 13:47:49.419484;0.1048;;94;Port1In
EVENT;2021-01-13 13:47:49.494299;0.17950000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:49.529111;0.2144;;94;Port1In
EVENT;2021-01-13 13:47:49.598927;0.2833;;95;Port1Out
EVENT;2021-01-13 13:47:49.642813;0.3277;;94;Port1In
EVENT;2021-01-13 13:47:49.752115;0.4374;;95;Port1Out
EVENT;2021-01-13 13:47:49.780040;0.4641;;94;Port1In
EVENT;2021-01-13 13:47:49.892127;0.5775;;95;Port1Out
EVENT;2021-01-13 13:47:49.917927;0.6028;;94;Port1In
EVENT;2021-01-13 13:47:50.016991;0.7015;;95;Port1Out
EVENT;2021-01-13 13:47:50.066334;0.751;;94;Port1In
EVENT;2021-01-13 13:47:50.165068;0.8491000000000001;;95;Port1Out
EVENT;2021-01-13 13:47:50.213936;0.8984000000000001;;94;Port1In
EVENT;2021-01-13 13:47:50.325635;1.0101;;95;Port1Out
EVENT;2021-01-13 13:47:50.363533;1.0482;;94;Port1In
EVENT;2021-01-13 13:47:50.443318;1.1283;;95;Port1Out
EVENT;2021-01-13 13:47:50.504153;1.1891;;94;Port1In
EVENT;2021-01-13 13:47:50.582941;1.2676;;95;Port1Out
EVENT;2021-01-13 13:47:50.590919;1.2750000000000001;;94;Port1In
EVENT;2021-01-13 13:47:50.601890;1.2868000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:50.644774;1.3297;;94;Port1In
EVENT;2021-01-13 13:47:50.723561;1.4082000000000001;;95;Port1Out
EVENT;2021-01-13 13:47:50.788388;1.4739;;94;Port1In
EVENT;2021-01-13 13:47:50.867174;1.5524;;95;Port1Out
EVENT;2021-01-13 13:47:50.930005;1.6147;;94;Port1In
EVENT;2021-01-13 13:47:51.034722;1.719;;95;Port1Out
EVENT;2021-01-13 13:47:51.080599;1.7652;;94;Port1In
EVENT;2021-01-13 13:47:51.166368;1.8511000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:51.226207;1.9118000000000002;;94;Port1In
EVENT;2021-01-13 13:47:51.300007;1.9847000000000001;;95;Port1Out
EVENT;2021-01-13 13:47:51.357851;2.0426;;94;Port1In
EVENT;2021-01-13 13:47:51.430655;2.1155;;95;Port1Out
EVENT;2021-01-13 13:47:51.496506;2.1812;;94;Port1In
EVENT;2021-01-13 13:47:51.572272;2.2579000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:51.646073;2.3301000000000003;;94;Port1In
EVENT;2021-01-13 13:47:51.723893;2.4083;;95;Port1Out
EVENT;2021-01-13 13:47:51.779713;2.4642;;94;Port1In
EVENT;2021-01-13 13:47:51.864484;2.5496000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:51.935293;2.6202;;94;Port1In
EVENT;2021-01-13 13:47:52.024054;2.7097;;95;Port1Out
EVENT;2021-01-13 13:47:52.095860;2.7803;;94;Port1In
EVENT;2021-01-13 13:47:52.170659;2.855;;95;Port1Out
EVENT;2021-01-13 13:47:52.232491;2.9174;;94;Port1In
EVENT;2021-01-13 13:47:52.303302;2.9883;;95;Port1Out
EVENT;2021-01-13 13:47:52.377103;3.0621;;94;Port1In
EVENT;2021-01-13 13:47:52.455889;3.1404;;95;Port1Out
EVENT;2021-01-13 13:47:52.517722;3.2029;;94;Port1In
EVENT;2021-01-13 13:47:52.596509;3.2811000000000003;;95;Port1Out
EVENT;2021-01-13 13:47:52.661364;3.3468;;94;Port1In
EVENT;2021-01-13 13:47:52.745109;3.4308;;95;Port1Out
EVENT;2021-01-13 13:47:52.811928;3.4965;;94;Port1In
EVENT;2021-01-13 13:47:52.915650;3.6007000000000002;;95;Port1Out
EVENT;2021-01-13 13:47:52.973492;3.6584000000000003;;94;Port1In
EVENT;2021-01-13 13:47:53.059261;3.7441;;95;Port1Out
EVENT;2021-01-13 13:47:53.128076;3.8131000000000004;;94;Port1In
EVENT;2021-01-13 13:47:53.214841;3.899;;95;Port1Out
EVENT;2021-01-13 13:47:53.276676;3.9614000000000003;;94;Port1In
EVENT;2021-01-13 13:47:53.356460;4.0416;;95;Port1Out
EVENT;2021-01-13 13:47:53.425275;4.1105;;94;Port1In
EVENT;2021-01-13 13:47:53.517026;4.2017;;95;Port1Out
EVENT;2021-01-13 13:47:53.580887;4.2657;;94;Port1In
EVENT;2021-01-13 13:47:53.660639;4.3458000000000006;;95;Port1Out
EVENT;2021-01-13 13:47:53.731448;4.4164;;94;Port1In
EVENT;2021-01-13 13:47:53.815222;4.5002;;95;Port1Out
EVENT;2021-01-13 13:47:53.879050;4.5643;;94;Port1In
EVENT;2021-01-13 13:47:53.965816;4.6501;;95;Port1Out
EVENT;2021-01-13 13:47:54.035627;4.7207;;94;Port1In
EVENT;2021-01-13 13:47:54.115412;4.8009;;95;Port1Out
EVENT;2021-01-13 13:47:54.183231;4.8682;;94;Port1In
EVENT;2021-01-13 13:47:54.270994;4.9558;;95;Port1Out
EVENT;2021-01-13 13:47:54.342799;5.0278;;94;Port1In
EVENT;2021-01-13 13:47:54.424579;5.1098;;95;Port1Out
EVENT;2021-01-13 13:47:54.485414;5.1706;;94;Port1In
EVENT;2021-01-13 13:47:54.587140;5.2729;;95;Port1Out
EVENT;2021-01-13 13:47:54.644984;5.330500000000001;;94;Port1In
EVENT;2021-01-13 13:47:54.747707;5.4326;;95;Port1Out
EVENT;2021-01-13 13:47:54.819514;5.5048;;94;Port1In
EVENT;2021-01-13 13:47:54.942182;5.6275;;95;Port1Out
EVENT;2021-01-13 13:47:54.988058;5.6738;;94;Port1In
EVENT;2021-01-13 13:47:55.078813;5.7632;;95;Port1Out
EVENT;2021-01-13 13:47:55.142642;5.8274;;94;Port1In
EVENT;2021-01-13 13:47:55.412912;6.097700000000001;;95;Port1Out
EVENT;2021-01-13 13:47:55.426875;6.1115;;94;Port1In
